"","...1","Category","ProductName","Reviewer","Review","TypeOfReviewer","ReviewDate","Rating"
"120",120,"mens shorts","jack & jones men's jjerush bomber noos jacket","jack","      da ich bisher keine einzige ""richtige"" übergangsjacke frühjahr/herbst hatte, sondern nur sweatshirtjacken trug, bestellte ich diese jacke in größe l. da ich größe m habe, wollte ich sicher gehen, dass die jacke auch nicht zu kurz, eng sitzt. sie kam ohne viel verpackungsmüll an. die jacke selbst war in folienverpackung gelegt und das ganze in einem papierumschlag. kein zusätzlicher karton. finde ich gut.die jacke selbst schaut aus wie angegeben und sitzt perfekt.die jacke hat 3 reißverschlusstaschen. 2 rechts und links unten und 1 tasche mit reißverschluss am oberen linken ärmel. daneben befinden sich 4 täschchen, wo man z.b. einen stift reinstecken kann. diese öffnungen sind klein. die unteren zwei taschen sind groß genug, um z.bsp. schlüsselbund oder ein handy (bsp. samsung a51) leicht zu verstauen. innentaschen gibt es keine, das ist für mich auch nicht wichtig, da die außentaschen für mich ausreichend sind.alles in allem bin ich sehr zufrieden und würde diese jacke wieder kaufen, z.bsp. in einer anderen farbe.    ","verified purchase","2022-08-06",5
"121",121,"mens shorts","jack & jones men's jjerush bomber noos jacket","mandy","      die jacke sieht super aus und entspricht der angegeben größe. rundum zufrieden!    ","verified purchase","2023-10-15",5
"122",122,"mens shorts","jack & jones men's jjerush bomber noos jacket","matteo magnanimi","      buona qualità    ","verified purchase","2023-10-03",5
"123",123,"mens shorts","jack & jones men's jjerush bomber noos jacket","engerbert garcia","      muy bonitos colores    ","verified purchase","2023-04-18",4
"124",124,"mens shorts","jack & jones men's jjerush bomber noos jacket","nightrun","      sono alto 174 cm e peso al momento attorno ai 76 kg (in fase di massa). ho un fisico atletico, e di solito per farmi calzare la roba a pennello prendo la m.in questo ho fatto proprio questa scelta e mi calza a pennello.il tessuto è buono e il vestito fa scena, raccomandato    ","verified purchase","2023-03-11",5
"125",125,"mens shorts","jack & jones men's jjerush bomber noos jacket","arturo","      die bomberjacke ist zu klein    ","verified purchase","2023-07-26",3
"126",126,"mens shorts","jack & jones men's jjerush bomber noos jacket","bobby doull","        really good jacket,great value.  ","verified purchase","2023-07-17",5
"127",127,"mens shorts","jack & jones men's jjerush bomber noos jacket","paul","      größe 60 bzw. xxl entspr. deutscher größe ca. 58.    ","verified purchase","2023-08-04",5
"128",128,"mens shorts","jack & jones men's jjerush bomber noos jacket","manuel","      la chaquetilla es muy ligera para usarla ahora en primavera o entre tiempo no abriga mucho pero mejor que una chaqueta de chándal si me queda perfecta a mi talla una xxl tiene un poco de brillo la tela por lo que queda muy elegante    ","verified purchase","2023-03-09",5
"129",129,"mens shorts","jack & jones men's jjerush bomber noos jacket","e. gottschalk","      bin 1,76 78 kilo habe die jacke in m in der farbe sand bestellt, ne nummer größer wäre aber besser gewesen, wenn man etwas kräftiger ist. mit dünnem pullover aber ok zu tragen, nur beim anziehen merkt man, dass die jacke an den schultern etwas enger ist. daher vorschlag lieber eine nummer größer. ansonsten ist die farbe super, qualität für 27 euro absolut ok. als übergangsjacke optimal.    ","verified purchase","2022-03-14",4
"130",130,"mens shorts","jack & jones men's jjerush bomber noos jacket","alexander b.","      schöne, leichte bomber. sehr angenehm zu tragen! farbe wie auf dem bild und größe wie erwartet. kann ich weiter empfehlen!    ","verified purchase","2023-06-07",5
"131",131,"mens shorts","jack & jones men's jjerush bomber noos jacket","omrani und harbi","      günstig und guten material    ","verified purchase","2023-07-23",5
"132",132,"mens shorts","jack & jones men's jjerush bomber noos jacket","zeitgeist1980","      da ich momentan sehr auf den bomberjackenstil abfahre, habe ich beim günstigen angebot dieser jacke natürlich gleich zu geschlagen. ander als bei bomberjacken von alpha oder urban classic ist diese jacke nicht aus nylon, sondern aus polyester, was der jacke einen fast samtartigen stoff verleiht. auch ist das jäckchen, recht dünn, ungefüttert, aber mit verstärkter innenseite und damit perfekt für die übergangstage frühling/herbst geeignet. eine innentasche gibt es leider nicht, dafür aber die bombertypische armtasche mit reissverschluss am linken arm.ich habe diese jacke im dezenten hellblau, was modisch heraussticht. lässt sich diese farbe doch wunderbar mit einem gelben t-hemd oder grauen strickpulli kombinieren und wirkt noch dazu wunderbar elegant!ich kann nur eine bedenkenlose empfehlung aussprechen. denkt daran, wenn ihr nicht ganz so schlank seid, lieber eine nummer größer zu bestellen, bomber fallen nunmal recht klein aus. diese hier passte mir in m aber perfekt bei 178 cm und 65 kg.    ","verified purchase","2020-09-14",5
"133",133,"mens shorts","jack & jones men's jjerush bomber noos jacket","br1","      sinceramente per questo prezzo non pensavo fosse cosí valida: bella, ben realizzata e comoda.consiglio vivamente    ","verified purchase","2023-05-28",5
"134",134,"mens shorts","jack & jones men's jjerush bomber noos jacket","nikolas delporte","      veste très sympathique et authentique à la fois. elle est encore mieux en vrai. surtout prendre une taille au dessus de votre taille habituelle car sinon elle pourrai vous serrer dons au lieux que je prennent du m j'ai pris du l est juste nickel. je fait 1m77 pour 80kg pour vous donner une idée.    ","verified purchase","2022-09-25",5
"135",135,"mens shorts","jack & jones men's jjerush bomber noos jacket","robert m. ambler","        well made jacket. stylish , good colour & material , but 2xl isn’t up to size 51” chest as stated- more like 1xl and 2xl is the largest so couldn’t reorder.  ","verified purchase","2022-03-14",4
"136",136,"mens shorts","jack & jones men's jjerush bomber noos jacket","vincenzo","      ottimo nel rapporto qualità/prezzo, il giubbino è piacevole al tatto, di buona fattura, molto semplice e pur sempre un prodotto di 30€. molto buona la vestibilità con solo il giro spalle un po' stretto se le avete abbastanza larghe. tuttavia ne ho comprati 2 (taglia m e l) ed entrambi vestono bene e sono molto belli.consigliato.    ","verified purchase","2021-06-10",4
"137",137,"mens shorts","jack & jones men's jjerush bomber noos jacket","client d'amazon","      bonne qualité, j'ai pris une taille m et c'était parfaite, seulement la couleur est plus foncée que celle de la photoje commande    ","verified purchase","2022-10-22",3
"138",138,"mens shorts","jack & jones men's jjerush bomber noos jacket","eva","      talla perfecta y la tela es buena calidad     ","verified purchase","2023-04-24",5
"139",139,"mens shorts","jack & jones men's jjerush bomber noos jacket","julio f.","      pieza de calidad a un precio fantástico y queda muy bien    ","verified purchase","2023-04-10",5
"140",140,"mens shorts","jack & jones men's jjerush bomber noos jacket","marco m.","      bel tessuto?fa un figurone!    ","verified purchase","2023-06-20",5
"141",141,"mens shorts","jack & jones men's jjerush bomber noos jacket","mathieu bourgeois","      la veste est vraiment nickel. je ne m’attendais pas à cette matière mais elle est très agréable et tient chaud comme il faut. les fermetures sont discrètes et sont très pratique. je recommande.    ","verified purchase","2022-09-21",5
"142",142,"mens shorts","jack & jones men's jjerush bomber noos jacket","quentin","      an sich coole jacke, aber viel zu klein. offen kann ich sie wohl noch als ""hemdjacke"" tragen, geschlossen sieht sie aber nicht gut aus.    ","verified purchase","2022-11-04",3
"143",143,"mens shorts","jack & jones men's jjerush bomber noos jacket","naveed","        very comfortable to wear. bargain price for designer brand jacket  ","verified purchase","2022-12-08",5
"144",144,"mens shorts","jack & jones men's jjerush bomber noos jacket","mozeso","      ich wiege 78kg und bin 1,83m groß. hab nie wirklich schultern trainiert oder so. war sonst eher schlank, aber muss sagen das mit bisschen schulterntraining auch die jacke in xl mir gut passen würde. hole nächsten monat eine andere farbe in der größe l. also das ist wirklich geil die jacke. mir scheiss egal ob einige sagen das es plastik ist, in mein augen ist die jacke ein biest. wenn der reißverschluss zu ist, omg! bisschen luftig gibt den lässigen kick. perfekt für frühling/sommer. ich sag euch eins, es werden neider blicken    ","verified purchase","2021-01-15",5
