"","...1","Category","ProductName","Reviewer","Review","TypeOfReviewer","ReviewDate","Rating"
"654",654,"mens shorts","columbia men's steens mountain full zip 2.0","brenton","        the project broke though in less than 6 months, and after being washed only and few times, the material had lost its quality.  ","verified purchase","2022-08-13",2
"655",655,"mens shorts","columbia men's steens mountain full zip 2.0","amazon customer","        it is well made and comfortable. the zip works well. it is reasonably warm and the material appears to be of good quality.  ","verified purchase","2021-08-25",1
"656",656,"mens shorts","columbia men's steens mountain full zip 2.0","luis","      lo conseguí en 600 pesos. producto muy bueno y de calidad columbia.    ","verified purchase","2024-02-09",5
"657",657,"mens shorts","columbia men's steens mountain full zip 2.0","spencer s.","        cheap and looks awesome. very soft and durable. fits as expected. i have had it over a year with no problems.  ","verified purchase","2016-12-06",5
"658",658,"mens shorts","columbia men's steens mountain full zip 2.0","mypenname","        i bought the black and grey in size 2xt. it is a perfect fit. it is the second one we have purchased. first one was a different color and also a perfect fit. fits 6'4"" husband with long arms very nicely. it is roomy enough to be comfortable, but not too big. sleeves fit perfectly even when arms are extended, and that is hard for us to find in shirts or coats/jackets. it is super soft and warm and looks great. the fleece doesn't get yucky looking after being washed several times - it stays nice and soft. we will continue to buy this style and size in other colors as well.  ","verified purchase","2015-02-18",5
"659",659,"mens shorts","columbia men's steens mountain full zip 2.0","mark - west hartford, ct","        well-made, soft and warm - and you can't beat the price!  ","verified purchase","2021-01-08",5
"660",660,"mens shorts","columbia men's steens mountain full zip 2.0","amazon customer","        nice product  ","verified purchase","2016-12-27",5
"661",661,"mens shorts","columbia men's steens mountain full zip 2.0","sebastian s.","      bequem und warm. top!    ","verified purchase","2023-11-13",4
"662",662,"mens shorts","columbia men's steens mountain full zip 2.0","chez","        this was a present for someone. very comfortable and warm.  ","verified purchase","2021-03-14",5
"663",663,"mens shorts","columbia men's steens mountain full zip 2.0","jose antonio","      es grueso, calentito ....para el frío. cómo el resto de prendas de la marca, tallan grandecitas. en mi caso xxl perfecto.    ","verified purchase","2024-01-19",4
"664",664,"mens shorts","columbia men's steens mountain full zip 2.0","kp","        i purchased this columbia fleece to replace one i had previously (that one's zipper finally gave out).  i was hoping for an exact match and although it wasn't exactly the same material it's pretty close and i'm very satisfied. good quality in my opinion. keeps me warm anyway.  the previous fleece's columbia logo was embossed directly into the material whereas this one has a sewn on label instead.  probably eliminated some problems but i did like it the other way better. no biggie though. same quality, same fit. nice product for the price.  ","verified purchase","2021-01-21",5
"665",665,"mens shorts","columbia men's steens mountain full zip 2.0","kentucky newsman","        great fleece jacket. fits as it should. soft and warm. sturdy zipper. competitive pricing. you’ll look absolutely wonderful in this traditional, stylish jacket!  ","verified purchase","2023-11-30",5
"666",666,"mens shorts","columbia men's steens mountain full zip 2.0","nelson martinez","      cumple con la calidad que esperaba de la marca columbia. se ve muy calentita. satisfecho con mi compra.    ","verified purchase","2021-11-14",5
"667",667,"mens shorts","columbia men's steens mountain full zip 2.0","rogelio curiel lopez","      me gusto mucho la calidad de la chamarra y es muy abrigadora    ","verified purchase","2022-03-02",5
"668",668,"mens shorts","columbia men's steens mountain full zip 2.0","kvn","      die jacke ist gut verarbeitet, die reißverschlüsse sind leichtgängig und das fleece ist sehr weich.ich bin rundum zufrieden mit dieser jacke.    ","verified purchase","2023-11-15",5
"669",669,"mens shorts","columbia men's steens mountain full zip 2.0","heath parkhurst","        columbia quality. no pilling and no annoying threads popping out everywhere. just a good lightweight jacket for driving or at the stadium. large fit me well. a+  ","verified purchase","2020-12-04",5
"670",670,"mens shorts","columbia men's steens mountain full zip 2.0","ronnie thrasher","        very nice jacket. it fits to size . quality is number 1  ","verified purchase","2020-10-23",5
"671",671,"mens shorts","columbia men's steens mountain full zip 2.0","amazon customer","        great quality and price  ","verified purchase","2016-09-27",4
"672",672,"mens shorts","columbia men's steens mountain full zip 2.0","j. krakar","        for some reason columbia made the cuffs really loose on the new version of the steens mountain fleece, and they slip down over my hands. it's just awkward, so i returned the jacket. i guess they were trying to copy north face, which means they are no longer a good alternative for me. i'm hoping this trend towards sleeve cuffs without anything to keep them in the correct place will disappear. it only works well for people with long arms.  ","verified purchase","2021-10-20",5
"673",673,"mens shorts","columbia men's steens mountain full zip 2.0","luis","      relación calidad precio excelente, tuve problemas con el envío, pero se solucionó    ","verified purchase","2021-12-08",2
"674",674,"mens shorts","columbia men's steens mountain full zip 2.0","michael dean wood","        bought for my father for christmas. cut is identical to my own, just a larger size. i bought him a 5xl so it's comfy.the fleece is super soft, and cuts the cold wind nicely. it's perfect in colder dry weather with a layer or two underneath. plenty of room throughout the shoulders and stomach. obviously it's not waterproof, but it'll definitely keep you warm if used as a layer.  ","verified purchase","2020-12-26",5
"675",675,"mens shorts","columbia men's steens mountain full zip 2.0","terev","      fue un regalo que hice y me comentaron que le quedó súper bien y que esta padrisima la prenda !!!    ","verified purchase","2021-02-10",5
"676",676,"mens shorts","columbia men's steens mountain full zip 2.0","käuder","        absolutely warm and cosy jacket, perfect as mid layer for the cold winter days.  ","verified purchase","2022-12-09",5
"677",677,"mens shorts","columbia men's steens mountain full zip 2.0","jrr","        good  ","verified purchase","2020-10-04",5
"678",678,"mens shorts","columbia men's steens mountain full zip 2.0","jose antonio franco","      este sueter es caliente y ligero a la vez. tiene un excelente diseño y me quedó perfecto. elaborado con buenos materiales y buena calidad de manufactura. si no hace mucho frío la puedes utilizar como lo harías normalmente, pero si hace mucho frío, como es delgada, puedes ponerte encima una chamarra y queda perfecta.    ","verified purchase","2022-02-06",5
"679",679,"mens shorts","columbia men's steens mountain full zip 2.0","bbarnwell","        wonderful jacket. great weight for the mild georgia winters.  ","verified purchase","2020-02-04",5
"680",680,"mens shorts","columbia men's steens mountain full zip 2.0","denny","        perfect fit and quality fleece jacket. i am happy with this fleece jacket.  ","verified purchase","2022-01-09",5
"681",681,"mens shorts","columbia men's steens mountain full zip 2.0","john","        great fleece for cool/cold winter months.  this model has banded cuffs at the wrist which i like, and zipper front pockets great for storing a wallet/keys while working out.  ","verified purchase","2024-01-07",4
"682",682,"mens shorts","columbia men's steens mountain full zip 2.0","shayla","        it fits great. awesome jacket. it is a little thinner and light weight but still warm for chilly days.  ","verified purchase","2021-12-02",5
"683",683,"mens shorts","columbia men's steens mountain full zip 2.0","amazon customer","        nice and comfortable.  ","verified purchase","2023-02-05",5
"684",684,"mens shorts","columbia men's steens mountain full zip 2.0","carl l.","        this turned out to be a little warmer than i had expected, but i find myself really appreciating that.  i ordered a large, as i usually do, and the fit is perfect.  the blue color looks very good.  there's a drawstring at the bottom that helps to keep out the cold on a blustery day.  covers the neck well, zips up high.  ","verified purchase","2020-11-03",5
"685",685,"mens shorts","columbia men's steens mountain full zip 2.0","rollin anne","      tres confortable tres chaud tres classe    ","verified purchase","2023-12-24",5
"686",686,"mens shorts","columbia men's steens mountain full zip 2.0","sunshine","        soft well made.  ","verified purchase","2021-04-20",5
"687",687,"mens shorts","columbia men's steens mountain full zip 2.0","quicha en mexico","      la descripción dice playera de manga larga, pero ésta es en verdad una chamarra ligera de tela tipo fleece(peluchito ligero).  suavecita, cómoda, no es para frío excesivo, pero sí te servirá en un otoño frío o un invierno un poco más leve. la talla está perfecta, pedí 4x y 4x es, con comodidad. la calidad es altísima, en especial considerando que está muy barata! altamente recomendada!!    ","verified purchase","2020-01-04",5
"688",688,"mens shorts","columbia men's steens mountain full zip 2.0","ivan","        it was a medium weight fleece jacket.  it was soft and comfortable.  it is in high quality built. it fits my outer jacket of l size well and gives additional warm in cold weather.  even though it is an m size, it is considered as a loose fit one.  well recommended in terms of value for money.  ","verified purchase","2023-12-11",5
"689",689,"mens shorts","columbia men's steens mountain full zip 2.0","kat","        columbia brand is such great quality and for a good price! these fleeces are so warm and thick, and they last for years! the quality is exactly the same buying on amazon as it is buying directly from columbia website.  ","verified purchase","2024-01-16",5
"690",690,"mens shorts","columbia men's steens mountain full zip 2.0","nacho","      muy buen forro polar para realizar cualquier actividad de movimiento que requiera de abrigarse.mido 1,81 con complexión fuerte pesando entorno a 85kg 6 cogiendo la xl me queda overside y muy bien la verdad sin estar ajustado    ","verified purchase","2023-03-29",5
"691",691,"mens shorts","columbia men's steens mountain full zip 2.0","chad","        i like the look and feel of this jacket.  it fits perfectly and is nice and warm.  the only dislike of the jacket is the zippers on the pocket they seem to grab fabric pretty easily.  other than that i would recommend this jack for a spring or fall jacket or 20+ degree days in the winter.  ","verified purchase","2023-01-13",4
"692",692,"mens shorts","columbia men's steens mountain full zip 2.0","client d'amazon","      polaire de bonne facture comme tous les produits columbia    ","verified purchase","2023-02-01",5
"693",693,"mens shorts","columbia men's steens mountain full zip 2.0","b val","      a mi esposo le encantó. la talla es exacta. muy buena calidad.    ","verified purchase","2022-09-03",4
"694",694,"mens shorts","columbia men's steens mountain full zip 2.0","placeholder","        love the color combo comfortable and warm  ","verified purchase","2023-03-10",5
"695",695,"mens shorts","columbia men's steens mountain full zip 2.0","jorge e","      conforme con la compra, me equivoqué con la talla y tuve que cambiar por una menor, el proceso fue muy sencillo, y en dos semanas recibí la correcta.    ","verified purchase","2023-12-04",5
"696",696,"mens shorts","columbia men's steens mountain full zip 2.0","eduardo","      excelente compra    ","verified purchase","2024-01-24",5
"697",697,"mens shorts","columbia men's steens mountain full zip 2.0","c. l. hagensick","        this jacket feels so soft and warm - like wearing a blanket.  it looks nice and feels even nicer.  the only negative is that the black is not a true black.  ","verified purchase","2019-02-13",5
"698",698,"mens shorts","columbia men's steens mountain full zip 2.0","jenny","        bought this for a trip to tn to replace an older version of this same jacket i have from 15 years ago. this does not have the double lining like the previous version it does keep you warm. my only complaint is that the zipper split 3 days into the trip. (something the previous version never did even 15 years later)  ","verified purchase","2023-06-20",5
"699",699,"mens shorts","columbia men's steens mountain full zip 2.0","steve bravo","        definitely a great buy , if it’s somewhat cold but not to the point where you have to use snow gloves then you’re good. nice and breathable and stylish as well. you won’t regret buying this light fleece.  ","verified purchase","2024-02-11",4
"700",700,"mens shorts","columbia men's steens mountain full zip 2.0","diane kauk","        the jacket fits perfect.  excellent product.  will order again.  ","verified purchase","2021-12-30",5
"701",701,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","steve","        i am 5 foot 9"" or 175cm average build and height but the arms on this jacket are about 10 cm too short. very disappointing.  ","verified purchase","2021-05-31",4
"702",702,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","allan carlson","        not only are they a good quality rain suit the sizing was great allowing for another layer of clothes.  ","verified purchase","2020-08-26",3
"703",703,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","amiel montoya","      mejor de lo que esperaba    ","verified purchase","2023-10-07",5
"704",704,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","steve kanavos","        fully tested in alaska trip.  handled rain like a champ.  ","verified purchase","2023-06-04",5
"705",705,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","pl","      il pourrait avoir plus de stokage intégré à l'intérieur (filet/poche/téléphone)    ","verified purchase","2020-09-13",5
"706",706,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","john reilly","        have worn this jacket on 4 or 5 occasions when the rain could be described as torrential, it has remained totally waterproof, it has a good selection of pockets and the sleeves have inner and outer velcro cuff closures, there are a number of d rings to use , the hood is attached with a zip and works well when in use but feels odd when down. now  to sizing which is the strangest i have come across , i am a 40 inch chest which in the uk and europe is medium, i ordered a medium and disappeared inside this jacket, i then ordered a small which is still very baggy on me, when i looked at the size chart the usa small is a 46 inch chest and medium is a 48 inch chest,mystery solved! be aware of this issue and order accordingly, to summarise its a great waterproof jacket and highly recommended  ","verified purchase","2024-01-01",4
"707",707,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","douglas barker","        just used the frogg togg's mens jacket with their bib on a week long sail excursion(s) on the kenai fjords out of seward, alaska where it was cloudy, windy, cold and rainy the entire time.  very light weight, and easy to slip on and off.  material is very durable and kept me dry.  the pockets were well placed and came in handy to keep items like glasses, sunscreen, and my ""relief band"" motion bracelet safely stowed.  i even put my wallet in one of the pockets, which was also kept dry.  when not in use the the rain gear stows away where is doesn't take up much space (think military poncho liner).  the hood of the jacket was the weakest link of the jacket.  the hood attached to the jacket with a zipper.  the hood would easily unzip itself (detaching from the jacket), and it is kind of a hassle to zip it back up while on a rolling sailboat while wearing a pfd.  and, i found it difficult to zip it back while wearing gloves.  when using the hood, i did not like how it restricted my field of vision, but you get used to that.  better to keep warm/dry with a limited field of vision than be wet, cold, and miserable.  it does keep your head dry with enough room to wear a knit cap.  the jacket fit was loose enough to wear layers of warm clothing underneath as this rain suit will not keep you warm, but will shield you from the cold winds.  the jacket did not impede movement or flexibility for the operation of a pitching and rolling sailboat.  highly recommended.  ","verified purchase","2023-05-30",5
"708",708,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","mehak","        jacket showed up and was as described. however, the jacket reeked. at first we thought weed/marijuana from shipping. so we washed it (thus tag removal) only to find out it was worse. probably skunk.we have washed the jacket, soaked it and have been airing it out for 3 weeks.so jacket would be great if i could wear it. no issues with frogg toggs but the seller must have known the issues.  ","verified purchase","2020-11-07",5
"709",709,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","mehak","        awesome rain jacket. keeps me dry in down pours  ","verified purchase","2019-06-29",5
"710",710,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","scott","        this is a great jacket for wet weather fishing. it's comfortable and fits well. i ordered the 2xl and it fits well with layers underneath. only things i would change on the pilot 2 would be:1: a hood that has a better locking zipper.2: neoprene inner cuffs with elastic rather than straps. the straps are awkward to get at once the jacket is on.  ","verified purchase","2022-11-23",5
"711",711,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","kindle customer","        i heavily researched rain gear before deciding to pull the trigger on frogg toggs pilot.  i purchased the jacket and bibs.  this is rain gear that has a waterproof rating superior to suits costing hundreds of dollars more.  it's not meant to keep you warm like a coat (if you need warmth, buy the liner for the jacket) but it will keep you dry and keep the wind off you.  my only reluctance to purchasing it was the sizing chart on the frogg toggs web site; using their sizing chart, i could wear small bibs and a medium jacket.  i'm six feet and weigh 230 pounds.  i wear size 36 waist pants and have a 47 inch chest.  i purchased the ""large"" bibs and the ""extra large"" jacket; the fit is perfect.  this rain gear is rugged, however it is not quiet. i purchased it for fishing and other outdoor activities not related to hunting.  if you want ""quiet"", spend the extra bucks and buy gortex lined soft silent fabric.  don't confuse this rain gear with frogg toggs inexpensive gear that feels like ""tyvek""; this is real rain gear that will last for several years.  ","verified purchase","2021-02-22",4
"712",712,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","patrick page","        not made for canadian summer rain.water got through the jacket. my arms where completely wet up to my elbows.wasn’t warm in temperatures around 15c.paid way to much for this jacket.  ","verified purchase","2019-06-24",5
"713",713,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","shirley","      me gusto que no se siente uno protegido, me llego el producto en la semana de lluvias y me encanto la tela de gran calidad    ","verified purchase","2023-09-16",1
"714",714,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","shirley","        sucks zipper was broke  when received. sent a few pictures and complaints with no resolution  ","verified purchase","2019-12-27",5
"715",715,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","motherofsons","        this is a perfect wind/rain jacket. it's very durable and i love the highlighted zippered waterproof pockets. i gave the jacket overall 5 stars but i do have one gripe and that's the hood. the hood just kind of flaps and hangs there and after a while, it begins to unzip itself.  my biggest concern is that i might lose the hood and i'm afraid if i take it off to store it that i might miss place or lose it. i have seen other rain /wind jackets with a better design and wish that a little more effort was put into that aspect of the jacket.  ","verified purchase","2022-10-04",5
"716",716,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","motherofsons","        the quality is awesome. fits well and goes nicely with my frogg togg boots and waders. if you are going to tear something, might as well be a $200 value instead of $500 orvis or simms. i also ordered a medium. and those waders. i’m not friendly. i break trail and have wiped out and down rockslides a few times. nothing. no damage. and dry feet after an 8 hour -7celcius wind chill. my wife says “ you’re crazy”.  ","verified purchase","2022-05-13",1
"717",717,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","d5200","        the jacket is nice overall. the option of the insulated jacket or vest is handy and makes the jacket that much more versatile. it's light enough for a summer rain jacket that is very windproof and with the additional insulation option im comfortably wearing it fishing tournaments in november here in michigan still with just a shirt and hoodie underneath. my only complains are the hood and the sleeves. the sleeves seen short at times like reaching down into livewells. they pull up my arms and i bend down and reach. for me it's almost a bonus but not everyone is going to appreciate that. the hook has a nice zipper for removal but the hook doesn't have its own pocket to roll up in or anything, it just detaches with a quality zipper and you do what you wish after that.i found the jacket here for a great price and i'm totally happy with it for that price ($80 or so). however full price would make me a little less impressed. i do like it as much or more than the huk tournament jacket it replaced.  ","verified purchase","2022-11-06",1
"718",718,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","joanne bazzoni","        this is a great jacket, using it for mostly atving. windproof and waterproof. my only comment is the sleeves are a bit short, which coming from me , is unusual. as most of the time i have to go up one size,  to fit my shoulders, but usually big everywhere else.  ","verified purchase","2021-05-09",5
"719",719,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","jy","        i love this thing!  it fits well over a jacket, but is also adjustable to fit without a jacket.  i've had several chances to wear it already.  i teach the motorcycle course, and we've been having many rainy days.  the hand-warmer pockets are a godsend when the rain and wind chill the air.  the hood is nice as well, and covers my head even if i still have my tilley hat on.  this jacket is definitely worth the money.  i also bought the bib pants, and they are awesome, too.  the side pouches hold my teaching materials, so i don't have to worry about where i'm going to put them, as i did with my other rain pants.  i'm 5'11"", 215 pounds, bought both in large, and they both fit very well, once you get it adjusted to your size.  ","verified purchase","2018-05-17",5
"720",720,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","andrew","        first of all, i am 6’ 210lbs and i ordered the large. i also ordered the matching  large bib pants. i think the length and fitment of this jacket is great. it’s not a fitted jacket so there is some bulk in the arms and the chest for layering which for me is great. i fish year round so layering is key to warmth. this jacket allows just that.there are lots of great features to the jacket and many pockets. my only gripe is the hood will just flap around on you if it’s not velcroed. together around the chin area. it can be zipped off but then where do i put it?i’m. a handy guy so i’ll probably modify it somehow with some velcro or something.—— update, i used some velcro and double sided carpet tape (very sticky) and affixed a velcro tab on each side of the hood hear the collar to keep it from flapping everywhere when not velcro’d around my chin. works very well and was super easy to do.great jacket and pants, i’m really excited to stay warm and dry this season.  ","verified purchase","2020-01-15",4
"721",721,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","timmr","        excellent fit, build and thoughtful design.  this has waterproof pockets galore both in and outside the main coat zipper.  seams are all taped and it was done correctly.  removable hood.  the jacket has cuffed inner sleeves which are further cut and tapered in such a way so when you're actually using your arms, the cuffs aren't in the way and you don't have water running up both your arms.  nice.  imagine that a raincoat that is useful in the rain. if there is a more thoughtfully designed and tougher jacket out there, i just don't know of it or who makes it.  i'll be buying another one of these if this one ever wears out, but it looks like that may be a bit.  ","verified purchase","2023-01-02",4
"722",722,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","guy routhier","      pour la pêche ,c’est formidable !    ","verified purchase","2023-08-18",5
"723",723,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","amazon customer","        i finally got to try this jacket out over the weekend and all i can say is wow!. very comfortable, kept me dry on the water and kept me very warm. has lots of pockets to hold your valuables which is a big plus especially when on a boat. the material is great and very breathable. do yourself a favor and just buy it! dont go spending over 300$ at bass pro shops like i almost did because this jacket is so worth it.  ","verified purchase","2019-11-11",5
"724",724,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","dennis messer","        love it  ","verified purchase","2022-06-06",5
"725",725,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","matthew warren lamont","        these are not the frogg toggs you find at you local big box sporting goods. these are premium material premium craftsmanship. i would compare them to a simms or aftco set. i wore them the other day on the lake fishing all day in a constant steady rain with temps in the low 40s with a pretty standard base layer and stayed warm and dry all day. highly recommend.  ","verified purchase","2022-02-11",5
"726",726,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","roger","        i ordered xxl. it was huge and sleeves were to short. cabelas  guide wear xxl fit perfectly returned and bought the cabelas on sale same price  ","verified purchase","2024-02-11",5
"727",727,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","no longer an amazon customer - had enough","        i purchased a medium and generally wear a large to medium, depending on the product. this was very baggy in a medium and never imagined i’d need a small.  also, this does not come with the liner.the quality of the jacket is very nice, just order a size smaller than you would for a jacket. and, remember there is not a liner that comes with it. there are internal zippers for it only.  ","verified purchase","2023-10-15",2
"728",728,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","sean","        bought this on the thought it could be a multi season jacket, there is a liner that can be bought separately for it. after i got it i decided i didn't need to spend the extra money on the liner. (it should really be included at this price point.) as a rain jacket it doesn't work any better or worse then the cheaper frogged togg jackets work issued. it does its job and keeps you dry. i haven't found it to be sweaty like those pure nylon and plastic rain jackets. zippers work nicely. immoretty average in height and weight. it runs a tad big, but i think with the million dollar add on liner it would likely fit about perfectly, and it does fit well over a sweater. in the end i don't think it works better then the cheaper model work issues.  ","verified purchase","2022-05-07",3
"729",729,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","crbllc01","        this product is tru to its description. stay bone dry  ","verified purchase","2023-09-07",4
"730",730,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","kevin","        i'm 5'7 and 180. i typically wear a large shirt/jacket. the jacket is an almost perfect fit for me...i have room to move around, sleeves are long enough but not too long and when i reach, it doesn't ride up my arms. pretty happy.since i just received it in the mail, i cannot review durability nor effectiveness in rain....it's pretty lightweight, so summer use is my guess or early fall.i'll update my review next summer after i've had a chance to use it...but happy overall.i also bought the matching pants...but i bought the large and that's a perfect fit for me as well.the hood is a bit goofy and not sure how the draw strings work, but i'll manage it. happy purchase  overall. i do think these are way overpriced...but welcome to the biden era.  ","verified purchase","2021-12-18",5
"731",731,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","yc27","        i love this jacket the only bad thing i can say is that the hood is removable and is connected with a zipper and constantly comes unzipped if the face cover part of the hood is not secured with the velcro pieces .  ","verified purchase","2023-01-22",4
"732",732,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","kim taylor","        got these for fishing in alaska and now use them at home on the lake or river or at sporting events when it’s rainy.  keeps me dry as can be.  lightweight, breathable, comfortable.  very happy with purchase.  ","verified purchase","2023-03-14",4
"733",733,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","amazon customer","        i really liked the jacket, purchased the co-pilot inner coat and vest to wear in different temps. i have to do snow cleanup in michigan so this shell kept me dry and i could wear accordingly underneath to regulate body temp as i was working in cold temps. i was comfortable with pilot co-pilot jacket combo down to -5 degrees fahrenheit -20 celsius, with several layers underneath. halfway through winter though, the primary zipper for the pilot started to separate near the bottom. the teeth will not bind and its only after about 15 min the zipper is opened up to the tab and i have to tug it down past the separation and rezip... rinse and repeat. so it lasted a season. i'll have to have a local tailor put in a new zipper for me on the pilot or shop for  another waterproof shell with better quality zippers. the co-pilot jacket had a pocket zipper that separated on me too. i wouldn't buy the pilot again unless they use better zipper in the future.  ","verified purchase","2022-03-15",5
"734",734,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","mc","        i bought the pilot ii jacket, overshoes, pants, gloves that go over gloves... the whole package. i'm 6'2, 310ish.. bought the 3xl jacket and 2xl pants. perfect fit. love this gear! i bought it to see if i could tolerate the cold... so i rode in 40-44 degree weather on my motorcycle, with just a long sleeve shirt and light sweat pants under the gear... and i was warm! the over gloves don't provide much heat, but helped a little ; but they do cover wrists. good gear... will wear it all year round.only drawback.. i don't like being charged to return an item! i bought the $39.99 pants.. but decided to upgrade to $90 pilot ii pant. they charged me $7.42 to basically buy more stuff from them. not a fan of that.. i just spent around $300+ on their gear... don't get cheap on the return.otherwise... get the gear! good stuff.  ","verified purchase","2018-11-17",3
"735",735,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","michael e. mcphee","        very nice piece of gear - my only issues is that the zipper holding the hood keeps un-zipping when you are intermittently using the hood. quite the pain.  ","verified purchase","2022-08-17",4
"736",736,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","lisa","        this gear is great! i was on the lake in 30 weather with 20 mph wind and light rain.  i stayed dry and warm. for some reason the jacket stinks to high heaven. probably wind and water resistant chemicals producing the smell. idk  ","verified purchase","2022-01-06",4
"737",737,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","jason black","        solid jacket. just haven’t had it long enough to give 5 stars, but very pleased with my first outing with it on salmon river in november. kept me warm and dry even after submerging my entire arm in the water. so pretty impressed  ","verified purchase","2021-12-29",4
"738",738,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","doug","        size might run a little big but that’s okay leaves room for layering. been out in a few rains one day rained hard most of the day and stayed dry so pretty satisfied.  plenty of pockets has zippers to the knees for easy on off and velcro around the ankles so you don’t have to worry about water or walking on them. i ordered a medium  ","verified purchase","2021-04-25",4
"739",739,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","jt","        bought along with the matching waterproof bibs for our son for christmas.  he tried them on as soon as he opened them was was totally pleased.  we ordered his regular size which was a perfect fit.  the bibs run long, however, and were way too long for him (5’7”) but he will make them work.  he noted that the jacket is designed to attach an insulated liner if desired. these are very well made of a durable fabric.  my only issue is that they are way overpriced (in my opinion).note: the bibs run long.  ","verified purchase","2020-12-27",4
"740",740,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","danny l. jones","        best rain jacket there is, waterproof and wind proof. and with the insulated liner, very warm  ","verified purchase","2023-01-14",5
"741",741,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","mxwelch","        bought this to fish with and i've worn it for a few trips.  it's fantastic in the rain.  i was out i'm the pouring rain twice and it kept me completely dry.  it's big enough to layer under it if its cold but not to hot when it's warmer out.  i wear it all the time.  ","verified purchase","2022-01-14",4
"742",742,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","joshua limosnero","        i’m a conductor for bnsf railway so i’m always in the elements. i’ve struggled over the years to find rain gear that can keep me dry. before these i bought carhartt gear which was only good for a light rain. these were able to withstand a good down poor. the only problem i had was getting my layering correct. i bought the liner that’s compatible and i over-layered and ended up sweating a little. even with that i haven’t had this good of rain gear since i splurged on gore-tex.  ","verified purchase","2021-02-05",5
"743",743,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","joe mattuch","        bought it for my 13 year old son.  love it so much, gonna buy one for my youngest son.  wish i wouldnt have spent a bunch of money on an arc-teryx  shell for me.  i'd happy wear the frogg -- great color, fabric, durability, and the price is fantastic.  ","verified purchase","2022-02-22",5
"744",744,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","chopper","        very nice rain jacket.  i'm 5' 6"", 190, and the large fit well with enough room to put on a couple of layers if it's colder outside.  material is quality.  there was one issue.  the front zipper would not zip all the way up because of a minor flaw in the sew job.  i took a small amount of super glue and glued the small piece of material back, and now their aren't any issues.  yes i could have sent it back, but it's really not a huge deal.  this is the reason i gave 4 stars.  ","verified purchase","2019-04-29",5
"745",745,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","david wright","        i've worn them twice during all day rainstorms, they are comfortable and more breathable than a lot of other rainsuits i've had in the past. i read the reviews in the past that said they run small. i ordered the larger size, i ended up returning them because they were too large.  ","verified purchase","2021-05-20",4
